,word,read,hinshi,score
38824,律令制,りつりょうせい,名詞,-1
38825,チキン,チキンライス,名詞,-1
38826,掣肘,せいちゅう,名詞,-1
38827,金城湯池,きんじょうとうち,名詞,-1
38828,手蔓,てづる,名詞,-1
38829,背節,せぶし,名詞,-1
38830,コバルト,コバルト,名詞,-1
38831,下船,げせん,名詞,-1
38832,蛇籠,じゃかご,名詞,-1
38833,斬首,ざんしゅ,名詞,-1
38834,程,てい,名詞,-1
38835,なけなし,なけなし,名詞,-1
38836,茎,くき,名詞,-1
38837,一日,いちじつ,名詞,-1
38838,事由,じゆう,名詞,-1
38839,視神経,ししんけい,名詞,-1
38840,砲声,ほうせい,名詞,-1
38841,狭間,はざま,名詞,-1
38842,五臓,ごぞう,名詞,-1
38843,発汗,はっかん,名詞,-1
38844,紅鱒,べにます,名詞,-1
38845,葛折,つづらおり,名詞,-1
38846,逆転,ぎゃくてん,名詞,-1
38847,六つ,むっつ,名詞,-1
38848,びくつく,びくつく,動詞,-1
38849,女形,おやま,名詞,-1
38850,むら気,むらぎ,名詞,-1
38851,塩基,えんき,名詞,-1
38852,素首,そくび,名詞,-1
38853,減資,げんし,名詞,-1
38854,善知鳥,うとう,名詞,-1
38855,崖道,がけみち,名詞,-1
38856,休眠,きゅうみん,名詞,-1
38857,曇天,どんてん,名詞,-1
38858,郡,こおり,名詞,-1
38859,落下,らっか,名詞,-1
38860,孤高,ここう,名詞,-1
38861,どら焼,どらやき,名詞,-1
38862,番付,ばんづけ,名詞,-1
38863,所感,しょかん,名詞,-1
38864,守刀,まもりがたな,名詞,-1
38865,啓,けい,名詞,-1
38866,白地,しろじ,名詞,-1
38867,届出,とどけいで,名詞,-1
38868,小学校,しょうがっこう,名詞,-1
38869,閉経期,へいけいき,名詞,-1
38870,名乗,なのり,名詞,-1
38871,難船,なんせん,名詞,-1
38872,山掛,やまかけ,名詞,-1
38873,慮り,おもんぱかり,名詞,-1
38874,蚕糸,さんし,名詞,-1
38875,罷り出る,まかりでる,動詞,-1
38876,呉絽,ゴロ,名詞,-1
38877,奔馬,ほんば,名詞,-1
38878,公然,こうぜん,名詞,-1
38879,膾炙,かいしゃ,名詞,-1
38880,作り上げる,つくりあげる,動詞,-1
38881,顔ばせ,かおばせ,名詞,-1
38882,捨石,すていし,名詞,-1
38883,ハンター,ハンター,名詞,-1
38884,氷結,ひょうけつ,名詞,-1
38885,開扉,かいひ,名詞,-1
38886,サンルーム,サンルーム,名詞,-1
38887,ひょろひょろ,ひょろひょろ,副詞,-1
38888,詐欺師,さぎし,名詞,-1
38889,賺す,すかす,動詞,-1
38890,支払,しはらい,名詞,-1
38891,十干,じっかん,名詞,-1
38892,雪辱,せつじょく,名詞,-1
38893,荷札,にふだ,名詞,-1
38894,提子,ひさげ,名詞,-1
38895,鏡開き,かがみびらき,名詞,-1
38896,山腹,さんぷく,名詞,-1
38897,女人,にょにん,名詞,-1
38898,賊臣,ぞくしん,名詞,-1
38899,日数,ひかず,名詞,-1
38900,勘案,かんあん,名詞,-1
38901,腕骨,わんこつ,名詞,-1
38902,生活費,せいかつひ,名詞,-1
38903,平水,へいすい,名詞,-1
38904,鬆,す,名詞,-1
38905,扇子,せんす,名詞,-1
38906,脱衣,だつい,名詞,-1
38907,牛肉,ぎゅうにく,名詞,-1
38908,お通し,おとおし,名詞,-1
38909,着眼,ちゃくがん,名詞,-1
38910,下名,かめい,名詞,-1
38911,了見,りょうけん,名詞,-1
38912,宗教,しゅうきょう,名詞,-1
38913,入場,にゅうじょう,名詞,-1
38914,揚戸,あげど,名詞,-1
38915,かも,かも,名詞,-1
38916,船繰り,ふなぐり,名詞,-1
38917,孟,もう,名詞,-1
38918,板紙,いたがみ,名詞,-1
38919,ベージュ,ベージュ,名詞,-1
38920,枝豆,えだまめ,名詞,-1
38921,ゴール,ゴールキーパー,名詞,-1
38922,自閉症,じへいしょう,名詞,-1
38923,じろりと,じろりと,副詞,-1
38924,寝静まる,ねしずまる,動詞,-1
38925,板締,いたじめ,名詞,-1
38926,立札,たてふだ,名詞,-1
38927,暇乞い,いとまごい,名詞,-1
38928,予測,よそく,名詞,-1
38929,設立,せつりつ,名詞,-1
38930,雑筆,ざっぴつ,名詞,-1
38931,各,おのおの,名詞,-1
38932,科学,かがく,名詞,-1
38933,埋合せる,うめあわせる,動詞,-1
38934,上陸,じょうりく,名詞,-1
38935,事大,じだい,名詞,-1
38936,三尺,さんじゃく,名詞,-1
38937,糸作り,いとづくり,名詞,-1
38938,反抗,はんこう,名詞,-1
38939,山襞,やまひだ,名詞,-1
38940,象,ぞう,名詞,-1
38941,来航,らいこう,名詞,-1
38942,脱腸,だっちょう,名詞,-1
38943,片側,かたがわ,名詞,-1
38944,トロイカ,トロイカ,名詞,-1
38945,回送,かいそう,名詞,-1
38946,因,いん,名詞,-1
38947,偽首,にせくび,名詞,-1
38948,家並,やなみ,名詞,-1
38949,丸薬,がんやく,名詞,-1
38950,橋懸,はしがかり,名詞,-1
38951,肩当,かたあて,名詞,-1
38952,夕煙,ゆうけむり,名詞,-1
38953,旧習,きゅうしゅう,名詞,-1
38954,月光,げっこう,名詞,-1
38955,極地,きょくち,名詞,-1
38956,地峡,ちきょう,名詞,-1
38957,誘い,さそい,名詞,-1
38958,火山岩,かざんがん,名詞,-1
38959,隷下,れいか,名詞,-1
38960,抜身,ぬきみ,名詞,-1
38961,長須鯨,ながすくじら,名詞,-1
38962,近親,きんしん,名詞,-1
38963,違犯,いはん,名詞,-1
38964,真横,まよこ,名詞,-1
38965,手前,てめえ,名詞,-1
38966,下下,げげ,名詞,-1
38967,外交,がいこう,名詞,-1
38968,洗礼,せんれい,名詞,-1
38969,閑地,かんち,名詞,-1
38970,睨み,にらみ,名詞,-1
38971,デング熱,デングねつ,名詞,-1
38972,手間賃,てまちん,名詞,-1
38973,和名,わめい,名詞,-1
38974,落雷,らくらい,名詞,-1
38975,タッチ,タッチアウト,名詞,-1
38976,親族,しんぞく,名詞,-1
38977,自己,じこ,名詞,-1
38978,婚礼,こんれい,名詞,-1
38979,科する,かする,動詞,-1
38980,凝り,こり,名詞,-1
38981,平泳,ひらおよぎ,名詞,-1
38982,帷幄,いあく,名詞,-1
38983,小刻み,こきざみ,名詞,-1
38984,峨峨,がが,名詞,-1
38985,醸す,かもす,動詞,-1
38986,チーフ,チーフ,名詞,-1
38987,頓挫,とんざ,名詞,-1
38988,画する,かくする,動詞,-1
38989,差当る,さしあたる,動詞,-1
38990,金,きん,名詞,-1
38991,鶴首,かくしゅ,名詞,-1
38992,回り,かえり,名詞,-1
38993,紙入れ,かみいれ,名詞,-1
38994,敗因,はいいん,名詞,-1
38995,児童,じどう,名詞,-1
38996,クラッカー,クラッカー,名詞,-1
38997,帯同,たいどう,名詞,-1
38998,本分,ほんぶん,名詞,-1
38999,透視画法,とうしがほう,名詞,-1
39000,遠眼鏡,とおめがね,名詞,-1
39001,胸間,きょうかん,名詞,-1
39002,一目,ひとめ,名詞,-1
39003,退行,たいこう,名詞,-1
39004,誘因,ゆういん,名詞,-1
39005,やたけ心,やたけごころ,名詞,-1
39006,兵役,へいえき,名詞,-1
39007,場所入り,ばしょいり,名詞,-1
39008,引け際,ひけぎわ,名詞,-1
39009,河船,かせん,名詞,-1
39010,打裂羽織,ぶっさきばおり,名詞,-1
39011,初め,ぞめ,名詞,-1
39012,女結び,おんなむすび,名詞,-1
39013,肉叢,ししむら,名詞,-1
39014,初茸,はつたけ,名詞,-1
39015,とぐろ,とぐろ,名詞,-1
39016,種族,しゅぞく,名詞,-1
39017,紛れ込む,まぎれこむ,動詞,-1
39018,水鶏,くいな,名詞,-1
39019,童話,どうわ,名詞,-1
39020,粗野,そや,名詞,-1
39021,軍法,ぐんぽう,名詞,-1
39022,兵法,へいほう,名詞,-1
39023,鼓腸,こちょう,名詞,-1
39024,急かせる,せかせる,動詞,-1
39025,袖付,そでつけ,名詞,-1
39026,毒茸,どくたけ,名詞,-1
39027,爪痕,つめあと,名詞,-1
39028,女官,にょかん,名詞,-1
39029,張込む,はりこむ,動詞,-1
39030,孟母,もうぼ,名詞,-1
39031,符丁,ふちょう,名詞,-1
39032,遣る瀬ない,やるせない,形容詞,-1
39033,千筋,せんすじ,名詞,-1
39034,緇衣,しえ,名詞,-1
39035,水時計,みずどけい,名詞,-1
39036,採寸,さいすん,名詞,-1
39037,酢,さく,名詞,-1
39038,忍び込む,しのびこむ,動詞,-1
39039,画工,がこう,名詞,-1
39040,木口,きぐち,名詞,-1
39041,法規,ほうき,名詞,-1
39042,州,す,名詞,-1
39043,潮干狩,しおひ,名詞,-1
39044,拝礼,はいれい,名詞,-1
39045,世態,せたい,名詞,-1
39046,チャレンジ,チャレンジ,名詞,-1
39047,札束,さつたば,名詞,-1
39048,約める,つづめる,動詞,-1
39049,広める,ひろめる,動詞,-1
39050,鋤返す,すきかえす,動詞,-1
39051,鼻先,はなさき,名詞,-1
39052,謬見,びゅうけん,名詞,-1
39053,借問,しゃもん,名詞,-1
39054,いなか味噌,いなか,名詞,-1
39055,浮気,うわき,名詞,-1
39056,テール,テールライト,名詞,-1
39057,刹那,せつな,名詞,-1
39058,出っ張る,でっぱる,動詞,-1
39059,ちらりほらり,ちらりほらり,副詞,-1
39060,籤,くじ,名詞,-1
39061,袋,たい,名詞,-1
39062,銀杏,いちょう,名詞,-1
39063,花道,はなみち,名詞,-1
39064,鹿子絞り,かのこしぼり,名詞,-1
39065,御忌,ごき,名詞,-1
39066,連署,れんしょ,名詞,-1
39067,漁,ぎょ,名詞,-1
39068,モザイク,モザイク,名詞,-1
39069,作り字,つくりじ,名詞,-1
39070,鉛筆,えんぴつ,名詞,-1
39071,スフィンクス,スフィンクス,名詞,-1
39072,梟木,きょうぼく,名詞,-1
39073,凛,りん,名詞,-1
39074,好悪,こうお,名詞,-1
39075,慰める,なぐさめる,動詞,-1
39076,摘み菜,つまみな,名詞,-1
39077,肩口,かたぐち,名詞,-1
39078,一発,いっぱつ,名詞,-1
39079,警報,けいほう,名詞,-1
39080,棘,おどろ,名詞,-1
39081,測定,そくてい,名詞,-1
39082,渡り合う,わたりあう,動詞,-1
39083,蟹,かに,名詞,-1
39084,ストライキ,ストライキ,名詞,-1
39085,秋霜烈日,しゅうそうれつじつ,名詞,-1
39086,びりびり,びりびり,副詞,-1
39087,淋疾,りんしつ,名詞,-1
39088,万年青,おもと,名詞,-1
39089,夾竹桃,きょうちくとう,名詞,-1
39090,線画,せんが,名詞,-1
39091,農道,のうどう,名詞,-1
39092,回船,かいせん,名詞,-1
39093,客席,きゃくせき,名詞,-1
39094,成立つ,なりたつ,動詞,-1
39095,川向う,かわむこう,名詞,-1
39096,火矢,ひや,名詞,-1
39097,白鼠,しろねずみ,名詞,-1
39098,結納,ゆいのう,名詞,-1
39099,詰将棋,つめしょうぎ,名詞,-1
39100,掻口説く,かきくどく,動詞,-1
39101,旱,かん,名詞,-1
39102,現に,げんに,副詞,-1
39103,営利,えいり,名詞,-1
39104,床框,とこがまち,名詞,-1
39105,御伽,おとぎ,名詞,-1
39106,采の目,さいのめ,名詞,-1
39107,足溜り,あしだまり,名詞,-1
39108,モビル油,モビルゆ,名詞,-1
39109,表徴,ひょうちょう,名詞,-1
39110,力業,ちからわざ,名詞,-1
39111,激突,げきとつ,名詞,-1
39112,三番叟,さんばそう,名詞,-1
39113,色目,いろめ,名詞,-1
39114,住処,すみか,名詞,-1
39115,御覧じろ,ごろうじろ,名詞,-1
39116,胞子,ほうし,名詞,-1
39117,丁字,ていじ,名詞,-1
39118,軌跡,きせき,名詞,-1
39119,栃の木,とちのき,名詞,-1
39120,序文,じょぶん,名詞,-1
39121,魔法,まほう,名詞,-1
39122,食合せ,くいあわせ,名詞,-1
39123,海驢,あしか,名詞,-1
39124,メジャー,メジャー,名詞,-1
39125,衛星,えいせい,名詞,-1
39126,水流,すいりゅう,名詞,-1
39127,見習,みならい,名詞,-1
39128,角目立つ,つのめだつ,動詞,-1
39129,推察,すいさつ,名詞,-1
39130,日中,ひなか,名詞,-1
39131,各位,かくい,名詞,-1
39132,降り注ぐ,ふりそそぐ,動詞,-1
39133,かせ糸,かせいと,名詞,-1
39134,しゃぶりつく,しゃぶりつく,動詞,-1
39135,人穴,ひとあな,名詞,-1
39136,体制,たいせい,名詞,-1
39137,晴らす,はらす,動詞,-1
39138,言伝,ことづて,名詞,-1
39139,鉗子,かんし,名詞,-1
39140,尿,いばり,名詞,-1
39141,雪焼け,ゆきやけ,名詞,-1
39142,己がじし,おのがじし,副詞,-1
39143,コンバート,コンバート,名詞,-1
39144,行く手,ゆくて,名詞,-1
39145,劣等感,れっとうかん,名詞,-1
39146,荒立つ,あらだつ,動詞,-1
39147,野暮,やぼ,名詞,-1
39148,鍼医,はりい,名詞,-1
39149,精神病,せいしんびょう,名詞,-1
39150,隻影,せきえい,名詞,-1
39151,暖炉,だんろ,名詞,-1
39152,お茶,おちゃ,名詞,-1
39153,親掛り,おやがかり,名詞,-1
39154,ちんちん,ちんちん,名詞,-1
39155,磁場,じば,名詞,-1
39156,献上,けんじょう,名詞,-1
39157,丁,てい,名詞,-1
39158,持家,もちいえ,名詞,-1
39159,住民,じゅうみん,名詞,-1
39160,毛氈苔,もうせんごけ,名詞,-1
39161,銀鼠,ぎんねず,名詞,-1
39162,経緯,たてぬき,名詞,-1
39163,拝み撃ち,おがみうち,名詞,-1
39164,中子,なかご,名詞,-1
39165,手の甲,てのこう,名詞,-1
39166,係,けい,名詞,-1
39167,起立,きりつ,名詞,-1
39168,万代,よろずよ,名詞,-1
39169,シュラーフザック,シュラーフザック,名詞,-1
39170,臑当,すねあて,名詞,-1
39171,さるとりいばら,さるとりいばら,名詞,-1
39172,厚地,あつじ,名詞,-1
39173,賊徒,ぞくと,名詞,-1
39174,煙幕,えんまく,名詞,-1
39175,バイト,バイト,名詞,-1
39176,気泡,きほう,名詞,-1
39177,初める,そめる,動詞,-1
39178,課金,かきん,名詞,-1
39179,オブラート,オブラート,名詞,-1
39180,火急,かきゅう,名詞,-1
39181,モーター,モーターボート,名詞,-1
39182,油剤,ゆざい,名詞,-1
39183,前立,まえだて,名詞,-1
39184,晩餐,ばんさん,名詞,-1
39185,僧都,そうづ,名詞,-1
39186,妹,まい,名詞,-1
39187,一言半句,いちごんはんく,名詞,-1
39188,ペリカン,ペリカン,名詞,-1
39189,為遂げる,しとげる,動詞,-1
39190,竹の子,たけのこ,名詞,-1
39191,寝藁,ねわら,名詞,-1
39192,浅草海苔,あさくさのり,名詞,-1
39193,産所,さんじょ,名詞,-1
39194,無駄骨,むだぼね,名詞,-1
39195,煤色,すすいろ,名詞,-1
39196,昼下り,ひるさがり,名詞,-1
39197,上程,じょうてい,名詞,-1
39198,僧家,そうか,名詞,-1
39199,客臘,かくろう,名詞,-1
39200,頭巾,ずきん,名詞,-1
39201,揺れ,ゆれ,名詞,-1
39202,出処進退,しゅっしょしんたい,名詞,-1
39203,鼻白む,はなじろむ,動詞,-1
39204,弓箭,きゅうせん,名詞,-1
39205,げんのしょうこ,げんのしょうこ,名詞,-1
39206,鯉,こい,名詞,-1
39207,施主,せしゅ,名詞,-1
39208,食い掛け,くいかけ,名詞,-1
39209,体積,たいせき,名詞,-1
39210,翼状,よくじょう,名詞,-1
39211,欺瞞,ぎまん,名詞,-1
39212,一角,いっかく,名詞,-1
39213,帆走,はんそう,名詞,-1
39214,調査,ちょうさ,名詞,-1
39215,独裁,どくさい,名詞,-1
39216,球菌,きゅうきん,名詞,-1
39217,マフラー,マフラー,名詞,-1
39218,暁闇,あかつきやみ,名詞,-1
39219,朗読,ろうどく,名詞,-1
39220,嗜む,たしなむ,動詞,-1
39221,キュロット,キュロット,名詞,-1
39222,偏執狂,へんしゅうきょう,名詞,-1
39223,力瘤,ちからこぶ,名詞,-1
39224,ともすると,ともすると,副詞,-1
39225,連れ,つれ,名詞,-1
39226,風葬,ふうそう,名詞,-1
39227,野点,のだて,名詞,-1
39228,コルク,コルク,名詞,-1
39229,野伏,のぶせり,名詞,-1
39230,鋼索,こうさく,名詞,-1
39231,ジャケット,ジャケット,名詞,-1
39232,聞物,ききもの,名詞,-1
39233,供養,くよう,名詞,-1
39234,食い溜め,くいだめ,名詞,-1
39235,はばたく,はばたく,動詞,-1
39236,学科,がっか,名詞,-1
39237,揉合う,もみあう,動詞,-1
39238,タブー,タブー,名詞,-1
39239,棚雲,たなぐも,名詞,-1
39240,小手,こて,名詞,-1
39241,殿軍,でんぐん,名詞,-1
39242,葎,むぐら,名詞,-1
39243,山僧,さんそう,名詞,-1
39244,誘う,いざなう,動詞,-1
39245,操業,そうぎょう,名詞,-1
39246,鳥屋,とや,名詞,-1
39247,不定,ふてい,名詞,-1
39248,競売,せりうり,名詞,-1
39249,小振り,こぶり,名詞,-1
39250,輜重,しちょう,名詞,-1
39251,レスリング,レスリング,名詞,-1
39252,客来,きゃくらい,名詞,-1
39253,トレモロ,トレモロ,名詞,-1
39254,心心,こころごころ,名詞,-1
39255,非国民,ひこくみん,名詞,-1
39256,窒息,ちっそく,名詞,-1
39257,マンゴー,マンゴー,名詞,-1
39258,梶,かじ,名詞,-1
39259,防除,ぼうじょ,名詞,-1
39260,キャラコ,キャラコ,名詞,-1
39261,乾坤,けんこん,名詞,-1
39262,別掲,べっけい,名詞,-1
39263,海鼠餅,なまこもち,名詞,-1
39264,寸尺,すんしゃく,名詞,-1
39265,揚鍋,あげなべ,名詞,-1
39266,分列式,ぶんれつしき,名詞,-1
39267,取入れる,とりいれる,動詞,-1
39268,遣り口,やりくち,名詞,-1
39269,騎虎,きこ,名詞,-1
39270,サッシ,サッシ,名詞,-1
39271,六十六部,ろくじゅうろくぶ,名詞,-1
39272,時鳥,ほととぎす,名詞,-1
39273,背格好,せいかっこう,名詞,-1
39274,シュプール,シュプール,名詞,-1
39275,山気,やまき,名詞,-1
39276,概括,がいかつ,名詞,-1
39277,榊,さかき,名詞,-1
39278,誌,し,名詞,-1
39279,比率,ひりつ,名詞,-1
39280,銀将,ぎんしょう,名詞,-1
39281,形状,けいじょう,名詞,-1
39282,軽焼,かるやき,名詞,-1
39283,耕す,たがやす,動詞,-1
39284,細螺,きさご,名詞,-1
39285,萱草,かんぞう,名詞,-1
39286,擦る,する,動詞,-1
39287,馬簾,ばれん,名詞,-1
39288,分,ぶ,名詞,-1
39289,局面,きょくめん,名詞,-1
39290,張物,はりもの,名詞,-1
39291,生酒,きざけ,名詞,-1
39292,ぽちゃぽちゃ,ぽちゃぽちゃ,副詞,-1
39293,ビードロ,ビードロ,名詞,-1
39294,埴生,はにゅう,名詞,-1
39295,含める,ふくめる,動詞,-1
39296,紛議,ふんぎ,名詞,-1
39297,パテ,パテ,名詞,-1
39298,百日,ひゃくにち,名詞,-1
39299,曲技,きょくぎ,名詞,-1
39300,情死,じょうし,名詞,-1
39301,暗影,あんえい,名詞,-1
39302,誤報,ごほう,名詞,-1
39303,廃棄,はいき,名詞,-1
39304,世紀末,せいきまつ,名詞,-1
39305,葡萄糖,ぶどうとう,名詞,-1
39306,陽,よう,名詞,-1
39307,敷布団,しきぶとん,名詞,-1
39308,取次,とりつぎ,名詞,-1
39309,大銀杏,おおいちょう,名詞,-1
39310,伝説,でんせつ,名詞,-1
39311,織女,しょくじょ,名詞,-1
39312,衣,い,名詞,-1
39313,捜し当てる,さがしあてる,動詞,-1
39314,装備,そうび,名詞,-1
39315,毒液,どくえき,名詞,-1
39316,落ち合う,おちあう,動詞,-1
39317,メンチ　ボール,メンチ　ボール,名詞,-1
39318,寝技,ねわざ,名詞,-1
39319,中表,なかおもて,名詞,-1
39320,前古,ぜんこ,名詞,-1
39321,サイド,サイドカー,名詞,-1
39322,雨気,あまけ,名詞,-1
39323,追って,おって,副詞,-1
39324,桑門,そうもん,名詞,-1
39325,鍔際,つばぎわ,名詞,-1
39326,オレンジ,オレンジ,名詞,-1
39327,貯金,ちょきん,名詞,-1
39328,不合理,ふごうり,名詞,-1
39329,ダブる,ダブる,動詞,-1
39330,玄奥,げんおう,名詞,-1
39331,和らげる,やわらげる,動詞,-1
39332,署名,しょめい,名詞,-1
39333,チーム,チームワーク,名詞,-1
39334,しこ,しこ,名詞,-1
39335,碁盤,ごばん,名詞,-1
39336,縫直し,ぬいなおし,名詞,-1
39337,糖蜜,とうみつ,名詞,-1
39338,報酬,ほうしゅう,名詞,-1
39339,出立つ,いでたつ,動詞,-1
39340,身丈,みたけ,名詞,-1
39341,突っ返す,つっかえす,動詞,-1
39342,風袋,ふうたい,名詞,-1
39343,炭窯,すみがま,名詞,-1
39344,釉薬,うわぐすり,名詞,-1
39345,犇めく,ひしめく,動詞,-1
39346,所有権,しょゆうけん,名詞,-1
39347,屋,おく,名詞,-1
39348,走り抜ける,はしりぬける,動詞,-1
39349,簡略,かんりゃく,名詞,-1
39350,頁岩,けつがん,名詞,-1
39351,尽日,じんじつ,名詞,-1
39352,聞損なう,ききそこなう,動詞,-1
39353,問屋,といや,名詞,-1
39354,本山,ほんざん,名詞,-1
39355,ロック,ロック,名詞,-1
39356,水槽,すいそう,名詞,-1
39357,鼻茸,はなたけ,名詞,-1
39358,軽率,けいそつ,名詞,-1
39359,雄蕊,おしべ,名詞,-1
39360,漂白,ひょうはく,名詞,-1
39361,幼女,ようじょ,名詞,-1
39362,トラクター,トラクター,名詞,-1
39363,哀話,あいわ,名詞,-1
39364,総立ち,そうだち,名詞,-1
39365,異性,いせい,名詞,-1
39366,店構,みせがまえ,名詞,-1
39367,軟便,なんべん,名詞,-1
39368,離乳,りにゅう,名詞,-1
39369,鞄,かばん,名詞,-1
39370,濡縁,ぬれえん,名詞,-1
39371,度度,よりより,副詞,-1
39372,手真似,てまね,名詞,-1
39373,納骨,のうこつ,名詞,-1
39374,濡手,ぬれて,名詞,-1
39375,ちゃんぽん,ちゃんぽん,名詞,-1
39376,供給,きょうきゅう,名詞,-1
39377,スイッチ,スイッチ,名詞,-1
39378,油蝉,あぶらぜみ,名詞,-1
39379,内議,ないぎ,名詞,-1
39380,多謝,たしゃ,名詞,-1
39381,中弛み,なかだるみ,名詞,-1
39382,追録,ついろく,名詞,-1
39383,比喩,ひゆ,名詞,-1
39384,利欲,りよく,名詞,-1
39385,煙たがる,けむたがる,動詞,-1
39386,上世,じょうせい,名詞,-1
39387,手順,てじゅん,名詞,-1
39388,髪,かみ,名詞,-1
39389,遠隔,えんかく,名詞,-1
39390,臼歯,きゅうし,名詞,-1
39391,凡例,はんれい,名詞,-1
39392,書契,しょけい,名詞,-1
39393,鳥銃,ちょうじゅう,名詞,-1
39394,牆壁,しょうへき,名詞,-1
39395,瀬切る,せぎる,動詞,-1
39396,宮入貝,みやいりがい,名詞,-1
39397,ちびちび,ちびちび,副詞,-1
39398,漏刻,ろうこく,名詞,-1
39399,慈姑頭,くわい,名詞,-1
39400,見え,みえ,名詞,-1
39401,揺らす,ゆらす,動詞,-1
39402,踏躙る,ふみにじる,動詞,-1
39403,もやもや,もやもや,副詞,-1
39404,高閣,こうかく,名詞,-1
39405,雪雪崩,ゆきなだれ,名詞,-1
39406,二枚貝,にまいがい,名詞,-1
39407,永世,えいせい,名詞,-1
39408,韋編,いへん,名詞,-1
39409,一昨昨日,さきおととい,名詞,-1
39410,負債,ふさい,名詞,-1
39411,潜める,ひそめる,動詞,-1
39412,ギター,ギター,名詞,-1
39413,輸入,ゆにゅう,名詞,-1
39414,ビリケン,ビリケン,名詞,-1
39415,音調,おんちょう,名詞,-1
39416,親父,しんぷ,名詞,-1
39417,冬空,ふゆぞら,名詞,-1
39418,ケーブル,ケーブル,名詞,-1
39419,鋳造,ちゅうぞう,名詞,-1
39420,真暗,まっくら,名詞,-1
39421,古ぼける,ふるぼける,動詞,-1
39422,テーブル,テーブルセンター,名詞,-1
39423,折助,おりすけ,名詞,-1
39424,あしらう,あしらう,動詞,-1
39425,チーフ,チーフメート,名詞,-1
39426,結髪,けっぱつ,名詞,-1
39427,戯画,ぎが,名詞,-1
39428,刑余,けいよ,名詞,-1
39429,付箋,ふせん,名詞,-1
39430,野外,やがい,名詞,-1
39431,乳酸,にゅうさん,名詞,-1
39432,細目,ほそめ,名詞,-1
39433,妓楼,ぎろう,名詞,-1
39434,秋波,しゅうは,名詞,-1
39435,雨戸,あまど,名詞,-1
39436,献杯,けんぱい,名詞,-1
39437,尻切れ,しりきれ,名詞,-1
39438,破籠,わりご,名詞,-1
39439,銃座,じゅうざ,名詞,-1
39440,木槿,むくげ,名詞,-1
39441,蠅取り,はいとり,名詞,-1
39442,投機,とうき,名詞,-1
39443,憫察,びんさつ,名詞,-1
39444,木皮,もくひ,名詞,-1
39445,長引く,ながびく,動詞,-1
39446,隠微,いんび,名詞,-1
39447,パンヤ,パンヤ,名詞,-1
39448,擦付ける,すりつける,動詞,-1
39449,全霊,ぜんれい,名詞,-1
39450,心電図,しんでんず,名詞,-1
39451,秘伝,ひでん,名詞,-1
39452,独り占い,ひとりうらない,名詞,-1
39453,詭弁,きべん,名詞,-1
39454,洗足,せんそく,名詞,-1
39455,息む,いきむ,動詞,-1
39456,児戯,じぎ,名詞,-1
39457,見取り算,みとりざん,名詞,-1
39458,お次,おつぎ,名詞,-1
39459,体刑,たいけい,名詞,-1
39460,礎,いしずえ,名詞,-1
39461,終夜灯,しゅうやとう,名詞,-1
39462,波動,はどう,名詞,-1
39463,割振る,わりふる,動詞,-1
39464,転居,てんきょ,名詞,-1
39465,頼み,たのみ,名詞,-1
39466,塗装,とそう,名詞,-1
39467,罪跡,ざいせき,名詞,-1
39468,両分,りょうぶん,名詞,-1
39469,遊里,ゆうり,名詞,-1
39470,個体,こたい,名詞,-1
39471,落筆,らくひつ,名詞,-1
39472,医薬,いやく,名詞,-1
39473,引去る,ひきさる,動詞,-1
39474,すぐり,すぐり,名詞,-1
39475,蚊取線香,かとりせんこう,名詞,-1
39476,クリスチャン,クリスチャンネーム,名詞,-1
39477,郡,ぐん,名詞,-1
39478,陣地,じんち,名詞,-1
39479,水垢,みずあか,名詞,-1
39480,情,なさけ,名詞,-1
39481,倒伏,とうふく,名詞,-1
39482,墓誌,ぼし,名詞,-1
39483,投石,とうせき,名詞,-1
39484,屋根裏,やねうら,名詞,-1
39485,内密,ないみつ,名詞,-1
39486,毎度,まいど,名詞,-1
39487,振鼓,ふりつづみ,名詞,-1
39488,予備,よび,名詞,-1
39489,三脚,さんきゃく,名詞,-1
39490,逆捩じ,さかねじ,名詞,-1
39491,蚕,さん,名詞,-1
39492,裳裾,もすそ,名詞,-1
39493,片栗粉,かたくりこ,名詞,-1
39494,売言葉,うりことば,名詞,-1
39495,街娼,がいしょう,名詞,-1
39496,才槌頭,さいづちあたま,名詞,-1
39497,葉書,はがき,名詞,-1
39498,頂門,ちょうもん,名詞,-1
39499,外来,がいらい,名詞,-1
39500,熟す,じゅくす,動詞,-1
39501,折重ねる,おりかさねる,動詞,-1
39502,復路,ふくろ,名詞,-1
39503,やっとこ,やっとこ,副詞,-1
39504,乗合せる,のりあわせる,動詞,-1
39505,乳飲み子,ちのみご,名詞,-1
39506,段落,だんらく,名詞,-1
39507,蹉跌,さてつ,名詞,-1
39508,与り知る,あずかりしる,動詞,-1
39509,巻藁,まきわら,名詞,-1
39510,アイ　シャドー,アイ　シャドー,名詞,-1
39511,催す,もよおす,動詞,-1
39512,霊長,れいちょう,名詞,-1
39513,灯火,とうか,名詞,-1
39514,押し通す,おしとおす,動詞,-1
39515,口癖,くちぐせ,名詞,-1
39516,玉蜀黍,とうもろこし,名詞,-1
39517,孟浪,まんらん,名詞,-1
39518,唱和,しょうわ,名詞,-1
39519,筒井筒,つつい,名詞,-1
39520,判官贔屓,ほうがんびいき,名詞,-1
39521,長長,ながなが,副詞,-1
